2025-09-24 11:26:08 | INFO | Calling SQLite insert_message() with:
2025-09-24 11:26:38 | INFO | message={'message': 'I just tried a movie! It was boring.', 'author': 'Charlie', 'timestamp': '2025-09-24 11:26:38', 'category': 'entertainment', 'sentiment': 0.29, 'keyword_mentioned': 'movie', 'message_length': 36}
2025-09-24 11:26:38 | INFO | db_path=PosixPath('/Users/USER/Projects/buzzline-05-wilcox/data/buzz.sqlite')
2025-09-24 11:26:38 | INFO | Inserted one message into the database.
2025-09-24 11:26:43 | INFO | Called process_message() with:
2025-09-24 11:26:43 | INFO |    message={'message': 'I just shared Python! It was weird.', 'author': 'Bob', 'timestamp': '2025-09-24 11:26:43', 'category': 'tech', 'sentiment': 0.26, 'keyword_mentioned': 'Python', 'message_length': 35}
2025-09-24 11:26:43 | INFO | Processed message: {'message': 'I just shared Python! It was weird.', 'author': 'Bob', 'timestamp': '2025-09-24 11:26:43', 'category': 'tech', 'sentiment': 0.26, 'keyword_mentioned': 'Python', 'message_length': 35}
2025-09-24 11:26:43 | INFO | Calling SQLite insert_message() with:
2025-09-24 11:26:43 | INFO | message={'message': 'I just shared Python! It was weird.', 'author': 'Bob', 'timestamp': '2025-09-24 11:26:43', 'category': 'tech', 'sentiment': 0.26, 'keyword_mentioned': 'Python', 'message_length': 35}
2025-09-24 11:26:43 | INFO | db_path=PosixPath('/Users/USER/Projects/buzzline-05-wilcox/data/buzz.sqlite')
2025-09-24 11:26:43 | INFO | Inserted one message into the database.
2025-09-24 11:26:48 | INFO | Called process_message() with:
2025-09-24 11:26:48 | INFO |    message={'message': 'I just loved travel! It was funny.', 'author': 'Bob', 'timestamp': '2025-09-24 11:26:48', 'category': 'travel', 'sentiment': 0.38, 'keyword_mentioned': 'travel', 'message_length': 34}
2025-09-24 11:26:48 | INFO | Processed message: {'message': 'I just loved travel! It was funny.', 'author': 'Bob', 'timestamp': '2025-09-24 11:26:48', 'category': 'travel', 'sentiment': 0.38, 'keyword_mentioned': 'travel', 'message_length': 34}
2025-09-24 11:26:48 | INFO | Calling SQLite insert_message() with:
2025-09-24 11:26:48 | INFO | message={'message': 'I just loved travel! It was funny.', 'author': 'Bob', 'timestamp': '2025-09-24 11:26:48', 'category': 'travel', 'sentiment': 0.38, 'keyword_mentioned': 'travel', 'message_length': 34}
2025-09-24 11:26:48 | INFO | db_path=PosixPath('/Users/USER/Projects/buzzline-05-wilcox/data/buzz.sqlite')
2025-09-24 11:26:48 | INFO | Inserted one message into the database.
2025-09-24 11:26:53 | INFO | Called process_message() with:
2025-09-24 11:26:53 | INFO |    message={'message': 'I just loved a story! It was amazing.', 'author': 'Alice', 'timestamp': '2025-09-24 11:26:53', 'category': 'other', 'sentiment': 0.55, 'keyword_mentioned': 'other', 'message_length': 37}
2025-09-24 11:26:53 | INFO | Processed message: {'message': 'I just loved a story! It was amazing.', 'author': 'Alice', 'timestamp': '2025-09-24 11:26:53', 'category': 'other', 'sentiment': 0.55, 'keyword_mentioned': 'other', 'message_length': 37}
2025-09-24 11:26:53 | INFO | Calling SQLite insert_message() with:
2025-09-24 11:26:53 | INFO | message={'message': 'I just loved a story! It was amazing.', 'author': 'Alice', 'timestamp': '2025-09-24 11:26:53', 'category': 'other', 'sentiment': 0.55, 'keyword_mentioned': 'other', 'message_length': 37}
2025-09-24 11:26:53 | INFO | db_path=PosixPath('/Users/USER/Projects/buzzline-05-wilcox/data/buzz.sqlite')
2025-09-24 11:26:53 | INFO | Inserted one message into the database.
